"","X.1","ID","Track","Slice","X","Y","Distance","Velocity","PixelValue","TrackNumber","Concatenated"
"1453",149,152,"Tail Before",50,353.238,284.082,2.274,1.516,-11376792,311,"Tail Before 311"
"1454",150,153,"Tail Before",51,355.272,286.794,3.39,2.26,-10527124,311,"Tail Before 311"
"1455",151,154,"Tail Before",52,355.272,286.794,0,0,-10911118,311,"Tail Before 311"
"1456",152,155,"Tail Before",53,353.238,284.76,2.877,1.918,-10584974,311,"Tail Before 311"
"1457",153,156,"Tail Before",54,355.272,284.082,2.144,1.429,-12164524,311,"Tail Before 311"
"1458",154,157,"Tail Before",55,354.594,286.794,2.795,1.864,-10124425,311,"Tail Before 311"
"1459",155,158,"Tail Before",56,353.916,286.794,0.678,0.452,-12233898,311,"Tail Before 311"
"1460",156,159,"Tail Before",57,351.543,281.709,5.611,3.741,-11119518,311,"Tail Before 311"
"1461",157,160,"Tail Before",58,349.509,281.709,2.034,1.356,-11838632,311,"Tail Before 311"
"1462",158,161,"Tail Before",59,350.187,281.031,0.959,0.639,-10922139,311,"Tail Before 311"
"1463",159,162,"Tail Before",60,352.221,283.065,2.877,1.918,-10594707,311,"Tail Before 311"
"1464",160,163,"Tail Before",61,355.95,284.082,3.865,2.577,-11771296,311,"Tail Before 311"
"1465",161,164,"Tail Before",62,357.984,284.082,2.034,1.356,-11382691,311,"Tail Before 311"
"1466",162,165,"Tail Before",63,356.628,283.065,1.695,1.13,-13225144,311,"Tail Before 311"
"1467",163,166,"Tail Before",64,355.272,282.387,1.516,1.011,-12769199,311,"Tail Before 311"
"1468",164,167,"Tail Before",65,356.628,284.76,2.733,1.822,-11184284,311,"Tail Before 311"
"1469",165,168,"Tail Before",66,355.95,284.76,0.678,0.452,-11376010,311,"Tail Before 311"
"1470",166,169,"Tail Before",67,352.221,287.472,4.611,3.074,-11310478,311,"Tail Before 311"
"1471",167,170,"Tail Before",68,355.272,285.438,3.667,2.445,-11044753,311,"Tail Before 311"
"1472",168,171,"Tail Before",69,352.221,286.116,3.125,2.084,-9939872,311,"Tail Before 311"
"1473",169,172,"Tail Before",70,354.594,285.438,2.468,1.645,-11580572,311,"Tail Before 311"
"1474",170,173,"Tail Before",71,353.916,285.438,0.678,0.452,-9799575,311,"Tail Before 311"
"1475",171,174,"Tail Before",72,352.221,284.76,1.826,1.217,-12295590,311,"Tail Before 311"
"1476",172,175,"Tail Before",73,353.916,281.709,3.49,2.327,-11051687,311,"Tail Before 311"
"1477",173,176,"Tail Before",74,353.238,278.319,3.457,2.305,-10000799,311,"Tail Before 311"
"1478",174,177,"Tail Before",75,355.95,275.268,4.082,2.721,-11972015,311,"Tail Before 311"
"1479",175,178,"Tail Before",76,355.95,275.268,0,0,-11057059,311,"Tail Before 311"
"1480",176,179,"Tail Before",77,357.306,273.234,2.445,1.63,-11110809,311,"Tail Before 311"
"1481",177,180,"Tail Before",78,353.238,274.59,4.288,2.859,-11638681,311,"Tail Before 311"
"1482",178,181,"Tail Before",79,351.543,277.641,3.49,2.327,-11506076,311,"Tail Before 311"
"1483",179,182,"Tail Before",80,350.187,275.268,2.733,1.822,-10784152,311,"Tail Before 311"
"1484",180,183,"Tail Before",81,353.916,273.912,3.968,2.645,-12229797,311,"Tail Before 311"
"1485",181,184,"Tail Before",82,348.153,276.963,6.521,4.347,-11572120,311,"Tail Before 311"
"1486",182,185,"Tail Before",83,348.153,276.963,0,0,-12501933,311,"Tail Before 311"
"1487",183,186,"Tail Before",84,348.153,276.963,0,0,-11639974,311,"Tail Before 311"
"1488",184,187,"Tail Before",85,343.068,273.912,5.93,3.953,-12763566,311,"Tail Before 311"
"1489",185,188,"Tail Before",86,342.39,275.268,1.516,1.011,-12033965,311,"Tail Before 311"
"1490",186,189,"Tail Before",87,343.746,274.59,1.516,1.011,-12360613,311,"Tail Before 311"
"1491",187,190,"Tail Before",88,340.356,273.912,3.457,2.305,-11836070,311,"Tail Before 311"
"1492",188,191,"Tail Before",89,341.712,271.878,2.445,1.63,-11439259,311,"Tail Before 311"
"1493",189,192,"Tail Before",90,341.034,271.2,0.959,0.639,-9934207,311,"Tail Before 311"
"1494",190,193,"Tail Before",91,343.746,273.234,3.39,2.26,-10589324,311,"Tail Before 311"
"1495",191,194,"Tail Before",92,342.39,273.234,1.356,0.904,-11244953,311,"Tail Before 311"
"1496",192,195,"Tail Before",93,345.102,273.234,2.712,1.808,-10921112,311,"Tail Before 311"
"1497",193,196,"Tail Before",94,343.746,273.234,1.356,0.904,-11840413,311,"Tail Before 311"
"1498",194,197,"Tail Before",95,343.746,273.912,0.678,0.452,-10459546,311,"Tail Before 311"
"1499",195,198,"Tail Before",96,342.39,272.556,1.918,1.278,-11711907,311,"Tail Before 311"
"1500",196,199,"Tail Before",97,343.068,272.556,0.678,0.452,-10131086,311,"Tail Before 311"
"1501",197,200,"Tail Before",98,342.39,273.912,1.516,1.011,-11441829,311,"Tail Before 311"
"1502",198,201,"Tail Before",99,343.746,274.59,1.516,1.011,-11634841,311,"Tail Before 311"
"1503",199,202,"Tail Before",100,342.39,272.556,2.445,1.63,-11375771,311,"Tail Before 311"
"1504",200,203,"Tail Before",101,341.034,272.556,1.356,0.904,-10588060,311,"Tail Before 311"
"1505",201,205,"Head After",103,347.475,291.879,40.863,27.242,-10455674,311,"Head After 311"
"1506",202,206,"Head After",104,326.796,282.387,22.753,15.169,-11442318,311,"Head After 311"
"1507",203,207,"Head After",105,331.881,238.995,43.689,29.126,-10519933,311,"Head After 311"
"1508",204,208,"Head After",106,307.473,225.774,27.759,18.506,-10784639,311,"Head After 311"
"1509",205,209,"Head After",107,306.795,223.401,2.468,1.645,-11241857,311,"Head After 311"
"1510",206,210,"Head After",108,309.846,227.808,5.36,3.573,-10520449,311,"Head After 311"
"1511",207,211,"Head After",109,287.811,214.248,25.873,17.249,-10653053,311,"Head After 311"
"1512",208,212,"Head After",110,273.573,219.333,15.119,10.079,-11113089,311,"Head After 311"
"1513",209,213,"Head After",111,286.116,214.926,13.295,8.863,-10716793,311,"Head After 311"
"1514",210,214,"Head After",112,274.929,218.655,11.792,7.861,-10193278,311,"Head After 311"
"1515",211,215,"Head After",113,274.929,217.977,0.678,0.452,-11048325,311,"Head After 311"
"1516",212,216,"Head After",114,266.454,230.52,15.138,10.092,-10520451,311,"Head After 311"
"1517",213,217,"Head After",115,265.776,234.249,3.79,2.527,-10456951,311,"Head After 311"
"1518",214,218,"Head After",116,266.454,242.724,8.502,5.668,-10390144,311,"Head After 311"
"1519",215,219,"Head After",117,271.2,249.165,8.001,5.334,-10981780,311,"Head After 311"
"1520",216,220,"Head After",118,265.098,246.114,6.822,4.548,-10719096,311,"Head After 311"
"1521",217,221,"Head After",119,264.081,243.402,2.896,1.931,-10059649,311,"Head After 311"
"1522",218,222,"Head After",120,266.454,245.436,3.125,2.084,-10587787,311,"Head After 311"
"1523",219,223,"Head After",121,269.844,247.809,4.138,2.759,-10587272,311,"Head After 311"
"1524",220,224,"Head After",122,267.132,247.131,2.795,1.864,-10126972,311,"Head After 311"
"1525",221,225,"Head After",123,267.81,249.843,2.795,1.864,-10587274,311,"Head After 311"
"1526",222,226,"Head After",124,275.607,256.962,10.558,7.039,-10980486,311,"Head After 311"
"1527",223,227,"Head After",125,265.776,253.233,10.514,7.01,-10324086,311,"Head After 311"
"1528",224,228,"Head After",126,265.776,235.605,17.628,11.752,-11046528,311,"Head After 311"
"1529",225,229,"Head After",127,267.132,245.436,9.924,6.616,-10915720,311,"Head After 311"
"1530",226,230,"Head After",128,267.132,245.436,0,0,-10389630,311,"Head After 311"
"1531",227,231,"Head After",129,267.132,245.436,0,0,-10455163,311,"Head After 311"
"1532",228,232,"Head After",130,267.132,245.436,0,0,-10913921,311,"Head After 311"
"1533",229,233,"Head After",131,265.098,235.605,10.039,6.693,-10128512,311,"Head After 311"
"1534",230,234,"Head After",132,276.963,258.996,26.228,17.485,-10718585,311,"Head After 311"
"1535",231,235,"Head After",133,284.76,272.556,15.642,10.428,-10259831,311,"Head After 311"
"1536",232,236,"Head After",134,277.641,263.403,11.596,7.73,-10456693,311,"Head After 311"
"1537",233,237,"Head After",135,278.319,264.081,0.959,0.639,-9666926,311,"Head After 311"
"1538",234,238,"Head After",136,278.997,267.471,3.457,2.305,-10259572,311,"Head After 311"
"1539",235,239,"Head After",137,276.963,262.047,5.793,3.862,-10785153,311,"Head After 311"
"1540",236,240,"Head After",138,276.963,260.352,1.695,1.13,-10651772,311,"Head After 311"
"1541",237,241,"Head After",139,278.319,265.437,5.263,3.508,-10456693,311,"Head After 311"
"1542",238,242,"Head After",140,278.319,269.166,3.729,2.486,-9864564,311,"Head After 311"
"1543",239,243,"Head After",141,278.319,273.912,4.746,3.164,-10388612,311,"Head After 311"
"1544",240,244,"Head After",142,277.641,276.963,3.125,2.084,-9668222,311,"Head After 311"
"1545",241,245,"Head After",143,277.641,276.963,0,0,-10452349,311,"Head After 311"
"1546",242,246,"Head After",144,277.641,276.963,0,0,-10322805,311,"Head After 311"
"1547",243,247,"Head After",145,276.285,276.963,1.356,0.904,-10651010,311,"Head After 311"
"1548",244,248,"Head After",146,278.319,278.319,2.445,1.63,-11045768,311,"Head After 311"
"1549",245,249,"Head After",147,280.014,283.065,5.04,3.36,-10390397,311,"Head After 311"
"1550",246,250,"Head After",148,278.997,283.065,1.017,0.678,-9533814,311,"Head After 311"
"1551",247,251,"Head After",149,280.692,286.794,4.096,2.731,-9338479,311,"Head After 311"
"1552",248,252,"Head After",150,280.014,285.438,1.516,1.011,-10651533,311,"Head After 311"
"1553",249,253,"Head After",151,277.641,283.065,3.356,2.237,-10390657,311,"Head After 311"
"1554",250,254,"Head After",152,278.997,286.116,3.339,2.226,-10718068,311,"Head After 311"
"1555",251,256,"Tail After",103,339,271.878,7.435,4.957,-12172450,311,"Tail After 311"
"1556",252,257,"Tail After",104,344.424,273.912,5.793,3.862,-12564900,311,"Tail After 311"
"1557",253,258,"Tail After",105,344.424,264.759,9.153,6.102,-14271917,311,"Tail After 311"
"1558",254,259,"Tail After",106,341.712,264.081,2.795,1.864,-9861241,311,"Tail After 311"
"1559",255,260,"Tail After",107,339,262.047,3.39,2.26,-12494241,311,"Tail After 311"
"1560",256,261,"Tail After",108,343.068,263.403,4.288,2.859,-10789016,311,"Tail After 311"
"1561",257,262,"Tail After",109,343.746,262.047,1.516,1.011,-12298145,311,"Tail After 311"
"1562",258,263,"Tail After",110,343.746,260.352,1.695,1.13,-11122842,311,"Tail After 311"
"1563",259,264,"Tail After",111,344.424,262.047,1.826,1.217,-8881270,311,"Tail After 311"
"1564",260,265,"Tail After",112,343.746,262.047,0.678,0.452,-10395788,311,"Tail After 311"
"1565",261,266,"Tail After",113,343.746,262.047,0,0,-12106904,311,"Tail After 311"
"1566",262,267,"Tail After",114,343.746,261.03,1.017,0.678,-11574680,311,"Tail After 311"
"1567",263,268,"Tail After",115,344.424,262.725,1.826,1.217,-11846816,311,"Tail After 311"
"1568",264,269,"Tail After",116,344.424,264.081,1.356,0.904,-11110027,311,"Tail After 311"
"1569",265,270,"Tail After",117,339.678,264.081,4.746,3.164,-10653841,311,"Tail After 311"
"1570",266,271,"Tail After",118,340.356,264.759,0.959,0.639,-11114129,311,"Tail After 311"
"1571",267,272,"Tail After",119,341.712,262.047,3.032,2.021,-10978443,311,"Tail After 311"
"1572",268,273,"Tail After",120,342.39,259.674,2.468,1.645,-10454419,311,"Tail After 311"
"1573",269,274,"Tail After",121,343.068,260.352,0.959,0.639,-11836320,311,"Tail After 311"
"1574",270,275,"Tail After",122,339.678,259.674,3.457,2.305,-10450304,311,"Tail After 311"
"1575",271,276,"Tail After",123,341.034,260.352,1.516,1.011,-11968155,311,"Tail After 311"
"1576",272,277,"Tail After",124,341.034,262.047,1.695,1.13,-11700111,311,"Tail After 311"
"1577",273,278,"Tail After",125,341.034,262.047,0,0,-13350839,311,"Tail After 311"
"1578",274,279,"Tail After",126,342.39,262.725,1.516,1.011,-12625323,311,"Tail After 311"
"1579",275,280,"Tail After",127,341.712,260.352,2.468,1.645,-9145204,311,"Tail After 311"
"1580",276,281,"Tail After",128,341.034,259.674,0.959,0.639,-11183754,311,"Tail After 311"
"1581",277,282,"Tail After",129,340.356,258.996,0.959,0.639,-11047811,311,"Tail After 311"
"1582",278,283,"Tail After",130,341.034,258.996,0.678,0.452,-11056273,311,"Tail After 311"
"1583",279,284,"Tail After",131,341.712,259.674,0.959,0.639,-11506325,311,"Tail After 311"
"1584",280,285,"Tail After",132,343.068,261.03,1.918,1.278,-11906455,311,"Tail After 311"
"1585",281,286,"Tail After",133,342.39,259.674,1.516,1.011,-10584964,311,"Tail After 311"
"1586",282,287,"Tail After",134,343.746,259.674,1.356,0.904,-11711648,311,"Tail After 311"
"1587",283,288,"Tail After",135,342.39,258.318,1.918,1.278,-10064255,311,"Tail After 311"
"1588",284,289,"Tail After",136,343.068,259.674,1.516,1.011,-9274243,311,"Tail After 311"
"1589",285,290,"Tail After",137,343.068,259.674,0,0,-9141627,311,"Tail After 311"
"1590",286,291,"Tail After",138,344.424,262.725,3.339,2.226,-10521740,311,"Tail After 311"
"1591",287,292,"Tail After",139,344.424,262.725,0,0,-11440535,311,"Tail After 311"
"1592",288,293,"Tail After",140,340.356,261.03,4.407,2.938,-8950135,311,"Tail After 311"
"1593",289,294,"Tail After",141,342.39,262.047,2.274,1.516,-11383706,311,"Tail After 311"
